,Archive=1,Contact Hospital=0,Contact Hospital=1,Create Questionnaire=1,Decide Claim=1,High Insurance Check=0,High Insurance Check=1,High Medical History=0,High Medical History=1,Low Insurance Check=0,Low Insurance Check=1,Low Medical History=0,Low Medical History=1,Notify by Phone=0,Notify by Phone=1,Notify by Post=0,Notify by Post=1,Notify by e-mail=0,Notify by e-mail=1,Prepare Notification Content=1,Receive Questionnaire Respons=0,Receive Questionnaire Response=0,Register=1,Send Notification by Phone=0,Send Notification by Phone=1,Send Notification by Post=0,Send Notification by Post=1,Send Notification by e-mail=0,Send Notification by e-mail=1,Send Questionnaire=1,Skip Questionnaire=1,pr=t
0,0.0,0.0,0.04064473803176813,0.0,0.0,0.0,0.006541752070830766,0.0,0.02316765029995864,0.03366315998895167,0.0,0.02131306379005759,0.0,0.07034389684157145,0.0,0.0,0.002623930460209793,-0.015238304654192732,0.0,0.0,0.0,0.28670358659659967,0.0,0.04779274908209672,0.0,0.0,0.022070243201660792,-0.012596862654325334,0.0,0.0,0.0,0
1,0.0,-0.031119344562794932,0.0,0.0,0.0,-0.010000409701217483,0.0,-0.017231505256553255,0.0,0.0,-0.027431338988869153,0.0,-0.025632980706945713,0.0702871615379998,0.0,-0.006771239406345225,0.0,-0.011889869796583876,0.0,0.0,0.0,0.3002770376007974,0.0,0.04584166803215943,0.0,-0.01783716912639818,0.0,-0.00029554892505401903,0.0,0.0,0.0,0
2,0.0,-0.03317977012664804,0.0,0.0,0.0,-0.010373353142216915,0.0,-0.02740038139164736,0.0,0.0,-0.026622719672724896,0.0,-0.023742883724464356,0.0,-0.0716639205280539,-0.006961639327887179,0.0,0.0,0.0080704341330272,0.0,0.0,0.296725394266755,0.0,0.0,-0.041399404644263005,-0.02666839207476891,0.0,0.0,0.01100237159369794,0.0,0.0,0
3,0.0,0.0,0.033995441161852664,0.0,0.0,0.0,0.004442891774864655,0.0,0.02496165949636296,0.03177902210254135,0.0,0.022227086716663538,0.0,0.0,-0.07309484257926697,0.0,0.0076766532824375545,0.0,0.006698845456686497,0.0,0.0,0.2989322807491591,0.0,0.0,-0.04775061302083881,0.0,0.02086281993446048,0.0,0.007336518238515763,0.0,0.0,0
4,0.0,-0.031032018201667323,0.0,0.0,0.0,-0.002427683141105162,0.0,-0.021893904666974537,0.0,0.0,-0.028593625499936836,0.0,-0.028469964298217718,0.07237890157853516,0.0,-0.0022839990023150267,0.0,0.0,0.007440369619007246,0.0,0.0,0.29247740015314694,0.0,0.04322385197237669,0.0,-0.022061431749164074,0.0,0.0,0.0004718935966536432,0.0,0.0,0
5,0.0,0.0,0.030037386405454142,0.0,0.0,0.0,0.006146933235880409,0.0,0.02560353310286188,0.03474526900753369,0.0,0.021459243012200417,0.0,0.0757366256579173,0.0,0.0,-0.009608486911763154,0.0,0.007653305666694037,0.0,0.0,0.2836252661615539,0.0,0.041003505020497044,0.0,0.0,0.01726017867637835,0.0,0.0011983905886751348,0.0,0.0,0
6,0.0,-0.03617706195801349,0.0,0.0,0.0,-0.00796501546181948,0.0,-0.02775501509866627,0.0,0.0,-0.024924217084442167,0.0,-0.021504083709359776,0.0,-0.06830569445641273,-0.003614620819944329,0.0,-0.00912774975703686,0.0,0.0,0.0,0.30262601754711593,0.0,0.0,-0.04182362020141246,-0.01716315131382573,0.0,-0.0003252361888498478,0.0,0.0,0.0,0
7,0.0,0.0,0.037793870388388225,0.0,0.0,0.0,0.010451334206865595,0.0,0.024065051067662754,0.02744204931889481,0.0,0.02633846067669769,0.0,0.07179894668868615,0.0,0.0,0.004994748077210881,0.0,0.007686300631825708,0.0,-0.2856318229432278,0.0,0.0,0.041097362924239024,0.0,0.0,0.018052694536278682,0.0,0.0002405057500400295,0.0,0.0,0
8,0.0,0.0,0.027712480698115546,0.0,0.0,0.0,0.0011161261837625105,0.0,0.027788654101763708,0.027522247573622184,0.0,0.0245963994337044,0.0,0.0,-0.07203436663493676,0.0,0.007889227762505478,-0.00775279786303893,0.0,0.0,0.0,0.2912161142725449,0.0,0.0,-0.04038212906018536,0.0,0.024643208248146916,-0.005930481430291422,0.0,0.0,0.0,0
9,0.0,0.0,0.03743121435889217,0.0,0.0,0.0,0.002138900748943713,0.0,0.031695206694165236,0.03145421932967422,0.0,0.024556287258887564,0.0,0.07172891854073427,0.0,0.0,0.009528871114501255,-0.008458332092761416,0.0,0.0,-0.2874991476331171,0.0,0.0,0.04984170994203084,0.0,0.0,0.013346022844709758,-0.0023254635703651326,0.0,0.0,0.0,0
