,Archive=1,Contact Hospital=0,Contact Hospital=1,Create Questionnaire=1,Decide claim=1,High Insurance Check=0,High Insurance Check=1,High Medical History=0,High Medical History=1,Low Insurance Check=0,Low Insurance Check=1,Low Medical History=0,Low Medical History=1,Prepare Notification Content=1,Receive Questionnaire Response=0,Receive Questionnaire Response=1,Register=1,Send Notification by Phone=0,Send Notification by Phone=1,Send Notification by Post=0,Send Notification by Post=1,Send Notification by e-mail=0,Send Notification by e-mail=1,Send Questionnaire=1,Skip Questionnaire=0,Skip Questionnaire=1,_Prediction=-
0,0.0,0.0,0.09710467558211955,0.0,0.0,0.0,0.09827274543666756,0.0,0.0909194006318942,0.057426303532844884,0.0,0.10288396124564873,0.0,0.0,0.0,-0.0025315777987730778,0.0,0.0,0.01405983043625487,0.0,0.0940202287121359,0.0,-0.00932269402334159,0.0,-0.0018377421425185868,0.0,0
1,0.0,0.09720330140619644,0.0,0.0,0.0,0.09765581774187244,0.0,0.09026020652942054,0.0,0.0,0.05707892101946244,0.0,0.10257548565978901,0.0,-0.0035252903968456956,0.0,0.0,0.014824354813394197,0.0,0.09442312862317234,0.0,-0.008852749478561853,0.0,0.0,0.0,-0.002191577464596384,1
2,0.0,0.0,0.09751352649871622,0.0,0.0,0.0,0.0982651475901247,0.0,0.09079480383615243,0.057442225493145906,0.0,0.10245996615555343,0.0,0.0,0.0028440542075603534,0.0,0.0,-0.01386775429067878,0.0,0.0,0.09423138662889496,0.008021191124914416,0.0,0.0,0.0,0.00225882479871469,0
3,0.0,0.0,0.09860028157407606,0.0,0.0,0.0,0.09790322511350175,0.0,0.09161954057087304,0.0570862594584941,0.0,0.10215395142690659,0.0,0.0,0.0,-0.001634609083823678,0.0,0.0,0.01570564019206427,0.0,0.09334622753164055,0.010264249816801322,0.0,0.0,-0.0015856145300378014,0.0,0
4,0.0,0.09830433545835214,0.0,0.0,0.0,0.09816334183658025,0.0,0.09032394323513171,0.0,0.0,0.05787451712228271,0.0,0.10239328637591488,0.0,0.0,0.0030321970592766963,0.0,0.0,-0.01553240673720182,0.09355915849247887,0.0,0.0,0.009864694304329532,0.0,0.0021380970292732655,0.0,1
5,0.0,0.0,0.09808460337921591,0.0,0.0,0.0,0.09894905322727134,0.0,0.09092187582999102,0.057380207074715577,0.0,0.10257567679137504,0.0,0.0,0.002217939710429516,0.0,0.0,0.0,0.013519956655092428,0.0,0.09357177251252109,0.0,-0.009517004493269367,0.0,0.0,0.0012762501573632913,0
6,0.0,0.0,0.09809667484650213,0.0,0.0,0.0,0.0984981442263567,0.0,0.09074236989398764,0.057236688309677534,0.0,0.10256351246789475,0.0,0.0,0.0020262992898982743,0.0,0.0,0.0,0.013989960806256361,0.0,0.09288208602608669,0.009243392817667444,0.0,0.0,0.0,0.0018584408671632334,0
7,0.0,0.0,0.09823840802339556,0.0,0.0,0.0,0.09839935310133703,0.0,0.09092348857176273,0.057271896089087525,0.0,0.10209835608815644,0.0,0.0,0.0027407810754581426,0.0,0.0,0.0,0.013591963258005766,0.0,0.09411367698561907,0.0,-0.009182807819419663,0.0,0.0,0.002142008394463481,0
8,0.0,0.09718319017944164,0.0,0.0,0.0,0.09834566301693964,0.0,0.09058271991716219,0.0,0.0,0.05758057812702663,0.0,0.1015891698312275,0.0,-0.0023479362994650315,0.0,0.0,0.0,-0.014430755912982046,0.09397831042519732,0.0,-0.010123141765111265,0.0,0.0,0.0,-0.001674291916715434,1
9,0.0,0.0,0.09797368144536442,0.0,0.0,0.0,0.09816423370942769,0.0,0.09115931669412464,0.057055310054882576,0.0,0.10255447928184896,0.0,0.0,0.002039783435932978,0.0,0.0,0.0,0.013268991901569323,0.0,0.09396237579923208,0.0,-0.009361356143042478,0.0,0.0,0.0019969993054293174,0
10,0.0,0.0,0.0974769295997769,0.0,0.0,0.0,0.09831864862061442,0.0,0.09087291055157366,0.05826713877204865,0.0,0.10275729786381904,0.0,0.0,0.0,-0.002008632568196428,0.0,0.0,0.015126327487140434,0.0,0.09382228174613681,0.009113697116907429,0.0,0.0,-0.0020809577316231232,0.0,0
11,0.0,0.0968474641423607,0.0,0.0,0.0,0.099120827524474,0.0,0.09050289748848278,0.0,0.0,0.05775473395593044,0.0,0.10237081198857977,0.0,0.0,0.002325655250040124,0.0,0.0,-0.015083270650803568,0.09374385098267154,0.0,0.0,0.00931794835725884,0.0,0.0017506559684610924,0.0,1
