,Archive=1,Contact Hospital=0,Contact Hospital=1,Create Questionnaire=1,Decide Claim=1,High Insurance Check=0,High Insurance Check=1,High Medical History=0,High Medical History=1,Low Insurance Check=0,Low Insurance Check=1,Low Medical History=0,Low Medical History=1,Notify by Phone=0,Notify by Phone=1,Notify by Post=0,Notify by Post=1,Notify by e-mail=0,Notify by e-mail=1,Prepare Notification Content=1,Receive Questionnaire Respons=0,Receive Questionnaire Response=0,Register=1,Send Notification by Phone=0,Send Notification by Phone=1,Send Notification by Post=0,Send Notification by Post=1,Send Notification by e-mail=0,Send Notification by e-mail=1,Send Questionnaire=1,Skip Questionnaire=1,pr=t
0,0.0,0.0,0.05703491822799362,0.0,0.0,0.0,0.054096172401020624,0.0,0.0561840346543644,0.0479288953781237,0.0,0.05972508145990506,0.0,0.0922886757218991,0.0,0.0,0.05794317474174213,0.0,0.0008920946616216784,0.0,-0.3449480574977164,0.0,0.0,0.10258230412370908,0.0,0.0,0.05469731543543232,0.0,0.001290222049811565,0.0,0.0,0
1,0.0,-0.058527273537475805,0.0,0.0,0.0,-0.05269924513308062,0.0,-0.06455703713339543,0.0,0.0,-0.05995379287299822,0.0,-0.0521597132441976,0.08631933329518895,0.0,-0.057814215189180986,0.0,0.0,0.004310102184446551,0.0,0.0,0.347432130038212,0.0,0.0834149692328315,0.0,-0.06493127278908475,0.0,0.0,0.0035879894765434837,0.0,0.0,0
2,0.0,0.0,0.057390558872932554,0.0,0.0,0.0,0.06206132947669222,0.0,0.05287748779962467,0.057784601726114715,0.0,0.04914691370353962,0.0,0.10191180517815611,0.0,0.0,0.05343979658523201,-0.004725889594290082,0.0,0.0,0.0,0.3415198604248622,0.0,0.09660694611559217,0.0,0.0,0.06233952623916606,-0.014839413851500612,0.0,0.0,0.0,0
3,0.0,0.0,0.045962231209192725,0.0,0.0,0.0,0.052272296508112326,0.0,0.0514635985856035,0.048638657471394196,0.0,0.05875513383710977,0.0,0.0,-0.102913897526539,0.0,0.04989951265150751,-0.010127772333927714,0.0,0.0,0.0,0.34511810140425786,0.0,0.0,-0.09490068858864417,0.0,0.05456868096019133,-0.00639518733125375,0.0,0.0,0.0,0
4,0.0,0.0,0.05380272716943676,0.0,0.0,0.0,0.06071128345738296,0.0,0.05076658617426947,0.05968057117083398,0.0,0.06695643358477218,0.0,0.09161532152966301,0.0,0.0,0.06739563615872682,0.0,0.005130668308337983,0.0,0.0,0.34368333909588106,0.0,0.09364281240442342,0.0,0.0,0.05444818139491154,0.0,0.00028835084327743,0.0,0.0,0
5,0.0,-0.0551725634352547,0.0,0.0,0.0,-0.06481736681671216,0.0,-0.05551888036168097,0.0,0.0,-0.05474319286752117,0.0,-0.0671596114000602,0.0,-0.09800004949701402,-0.05192233808673644,0.0,0.0,0.007248559772962581,0.0,0.0,0.3624226760184928,0.0,0.0,-0.10250708115661866,-0.057443160613179875,0.0,0.0,0.0003889018666969536,0.0,0.0,0
6,0.0,-0.05387048055240014,0.0,0.0,0.0,-0.06068111151997756,0.0,-0.04903255038198264,0.0,0.0,-0.058375824350163544,0.0,-0.060159151230571216,0.0,-0.10040186939076552,-0.049500706508457434,0.0,-0.007934725415416288,0.0,0.0,0.0,0.3667003728243336,0.0,0.0,-0.10123889487978921,-0.04964229310093334,0.0,-0.00247269250600106,0.0,0.0,0.0,0
7,0.0,0.0,0.05618687282179853,0.0,0.0,0.0,0.047535283950299885,0.0,0.04732001841792695,0.04810220242567401,0.0,0.05508851045355036,0.0,0.0,-0.0998837104723086,0.0,0.047909383973585074,0.0,0.0002653827876121991,0.0,0.0,0.3484741225289011,0.0,0.0,-0.10208310593058309,0.0,0.048156474538903565,0.0,0.0021995709067028453,0.0,0.0,0
8,0.0,-0.0480702332885514,0.0,0.0,0.0,-0.0556142424387687,0.0,-0.06029348630787584,0.0,0.0,-0.06288676960459326,0.0,-0.052918663862181005,0.09445449211170828,0.0,-0.058640406646878654,0.0,-0.008177083320005935,0.0,0.0,0.0,0.3491891762755332,0.0,0.08600537502250676,0.0,-0.05649214943187768,0.0,-0.00028429065010305226,0.0,0.0,0.0,0
9,0.0,0.0,0.056762312589920226,0.0,0.0,0.0,0.06118469541830037,0.0,0.06283964190512335,0.05536470842806998,0.0,0.05044332835126352,0.0,0.10023684833613629,0.0,0.0,0.053201564411523995,-0.001912057050056501,0.0,0.0,-0.35093075357347214,0.0,0.0,0.10185632670270202,0.0,0.0,0.05776302305870977,-0.009235703170173564,0.0,0.0,0.0,0
