,Archive=1,Contact Hospital=0,Contact Hospital=1,Create Questionnaire=1,Decide Claim=1,High Insurance Check=0,High Insurance Check=1,High Medical History=0,High Medical History=1,Low Insurance Check=0,Low Insurance Check=1,Low Medical History=0,Low Medical History=1,Notify by Phone=0,Notify by Phone=1,Notify by Post=0,Notify by Post=1,Notify by e-mail=0,Notify by e-mail=1,Prepare Notification Content=1,Receive Questionnaire Respons=0,Receive Questionnaire Response=0,Register=1,Send Notification by Phone=0,Send Notification by Phone=1,Send Notification by Post=0,Send Notification by Post=1,Send Notification by e-mail=0,Send Notification by e-mail=1,Send Questionnaire=1,Skip Questionnaire=1,pr=t
0,0.0,-0.039533352427146326,0.0,0.0,0.0,0.0004896956766610733,0.0,-0.022832151238043188,0.0,0.0,-0.028760702438640474,0.0,-0.03066952302934602,0.0,-0.07159871721470615,0.0052736692846077115,0.0,0.0,0.010208634118785366,0.0,0.0,0.30066979693876494,0.0,0.0,-0.044888883231692475,-0.018056427330535578,0.0,0.0,0.0036056122362030643,0.0,0.0,0
1,0.0,0.0,0.03367750968918572,0.0,0.0,0.0,0.008293957074256354,0.0,0.022377025764199587,0.030513225623142758,0.0,0.024657879092397073,0.0,0.0674112925036393,0.0,0.0,0.001839490725119159,0.0,0.012890753265292128,0.0,0.0,0.29477060483057826,0.0,0.04817612489970226,0.0,0.0,0.021421458816157275,0.0,0.009356343954964569,0.0,0.0,0
2,0.0,0.0,0.027952413613098477,0.0,0.0,0.0,0.0014448030725587248,0.0,0.01877631045547635,0.036573775550914435,0.0,0.015336390308796013,0.0,0.0,-0.0772157905557838,0.0,0.0017864861371548045,0.0,0.013554682427881482,0.0,0.0,0.30816513222791475,0.0,0.0,-0.042791964828022507,0.0,0.026054442045570066,0.0,0.006413947676694839,0.0,0.0,0
3,0.0,0.0,0.03150343804903057,0.0,0.0,0.0,0.006738777093161285,0.0,0.02187344284367426,0.029656786026625904,0.0,0.02011856146899706,0.0,0.06987521863472515,0.0,0.0,0.005689929846593022,-0.006175250737344541,0.0,0.0,-0.2886239033867802,0.0,0.0,0.0499609886144739,0.0,0.0,0.01800886132400757,-0.004711155494185274,0.0,0.0,0.0,0
4,0.0,-0.022325993123422913,0.0,0.0,0.0,-0.007922266946851459,0.0,-0.02477075067990987,0.0,0.0,-0.034158747207106044,0.0,-0.02347617094344432,0.07751702109405986,0.0,0.0010840393722827048,0.0,-0.009961114061835296,0.0,0.0,0.0,0.29500517011515026,0.0,0.043544853042018786,0.0,-0.020661836866495763,0.0,-0.012571787353063796,0.0,0.0,0.0,0
5,0.0,-0.02587639962221121,0.0,0.0,0.0,-0.007982806145461402,0.0,-0.025200122742011704,0.0,0.0,-0.03303110972437232,0.0,-0.02561606365984099,0.0,-0.07424348665911316,-0.0041120405416165875,0.0,-0.001605791663191767,0.0,0.0,0.0,0.30018855041857895,0.0,0.0,-0.04624900761306786,-0.02679832420411702,0.0,-0.002267151986489725,0.0,0.0,0.0,0
6,0.0,0.0,0.03367348149015813,0.0,0.0,0.0,0.012136023021638975,0.0,0.01716843526862648,0.03694880550619405,0.0,0.023239761612580203,0.0,0.06971051781165614,0.0,0.0,-0.0030115440544185366,0.0,0.0020151106587745324,0.0,-0.29409519565243,0.0,0.0,0.04383280043739244,0.0,0.0,0.017478027064867743,0.0,0.0034310169141764896,0.0,0.0,0
7,0.0,0.0,0.030086210750587743,0.0,0.0,0.0,0.007125859551737007,0.0,0.025664019450299606,0.029149005587441594,0.0,0.019486683039126974,0.0,0.0,-0.07691195693854712,0.0,0.0017141093424537116,-0.01134944937722822,0.0,0.0,0.0,0.2943645458029205,0.0,0.0,-0.045948390130391,0.0,0.022521487642247057,-0.0075496291642926944,0.0,0.0,0.0,0
8,0.0,0.0,0.025818880356952626,0.0,0.0,0.0,0.01094188361201663,0.0,0.015287869718822079,0.029119397433123827,0.0,0.018851050251297546,0.0,0.06678177815934737,0.0,0.0,0.006990572953397455,-0.006969515516129335,0.0,0.0,0.0,0.2953416994730314,0.0,0.04614597200981524,0.0,0.0,0.016287858286174472,-0.0025117086707492444,0.0,0.0,0.0,0
9,0.0,-0.040656184773900914,0.0,0.0,0.0,-0.013633078411907527,0.0,-0.034225986456593645,0.0,0.0,-0.035421429760087574,0.0,-0.025573687698383907,0.07207632694864703,0.0,0.004915272562243001,0.0,0.0,0.005849947300351532,0.0,0.0,0.29291532847169716,0.0,0.04173833972072586,0.0,-0.023528378946154824,0.0,0.0,0.003840348416059886,0.0,0.0,0
