,Archive=1,Contact Hospital=0,Contact Hospital=1,Create Questionnaire=1,Decide claim=1,High Insurance Check=0,High Insurance Check=1,High Medical History=0,High Medical History=1,Low Insurance Check=0,Low Insurance Check=1,Low Medical History=0,Low Medical History=1,Prepare Notification Content=1,Receive Questionnaire Response=0,Receive Questionnaire Response=1,Register=1,Send Notification by Phone=0,Send Notification by Phone=1,Send Notification by Post=0,Send Notification by Post=1,Send Notification by e-mail=0,Send Notification by e-mail=1,Send Questionnaire=1,Skip Questionnaire=0,Skip Questionnaire=1,_Prediction=-
0,0.0,0.0,0.006422787406369715,0.0,0.0,0.0,0.007288174264239221,0.0,0.0067802026512471195,0.0088675578320733,0.0,0.00847696438894041,0.0,0.0,0.014135447921643774,0.0,0.0,-0.0008106056986702093,0.0,0.0,0.007459492395039366,-0.00036467229046129897,0.0,0.0,0.0,0.014223211863556684,0
1,0.0,0.004497603445993074,0.0,0.0,0.0,0.005652758953038087,0.0,0.00453799185008779,0.0,0.0,0.006933019520110634,0.0,0.004434150511861502,0.0,0.0,0.010246553994167159,0.0,0.0,-0.0029685820073592664,0.004741547625448497,0.0,0.0,-0.0026511809883175523,0.0,0.01014953884077839,0.0,1
2,0.0,0.0,0.0071020761759835824,0.0,0.0,0.0,0.006697645864802052,0.0,0.006742497798542281,0.007700529635143773,0.0,0.007549277199809731,0.0,0.0,0.0,-0.013174964105801459,0.0,-0.0011334245192917063,0.0,0.0,0.0050488118061581145,-0.0018821623244572308,0.0,0.0,-0.012691796323210576,0.0,0
3,0.0,0.0,0.006486753474280063,0.0,0.0,0.0,0.006861996981186028,0.0,0.006381699219924092,0.0074752229896054056,0.0,0.008614923206149067,0.0,0.0,0.0,-0.011746565218929998,0.0,-0.001781077107742855,0.0,0.0,0.006869715176492898,-0.001555229861683146,0.0,0.0,-0.01188930293425048,0.0,0
4,0.0,0.0,-0.005922526988659134,0.0,0.0,0.0,-0.005329769651365173,0.0,-0.007065821142280821,-0.006416506396633629,0.0,-0.005545449418012104,0.0,0.0,-0.010972139855256996,0.0,0.0,0.0,0.0001122461799145311,0.0,-0.006456614688216573,0.0,0.00043658121412168096,0.0,0.0,-0.011064855794907427,1
5,0.0,0.0,-0.007541174097350318,0.0,0.0,0.0,-0.006241553049793982,0.0,-0.006086157319803583,-0.007689647129715881,0.0,-0.007116915240096325,0.0,0.0,-0.012441549411024986,0.0,0.0,0.0,-0.0009322707716470936,0.0,-0.006821187633610476,0.0005525015807853097,0.0,0.0,0.0,-0.012277581487048649,1
6,0.0,0.0,-0.006175000006800341,0.0,0.0,0.0,-0.005561559617787338,0.0,-0.006121444516441882,-0.00712162191316796,0.0,-0.006746443967445028,0.0,0.0,-0.011856979244463935,0.0,0.0,0.00048175625412412025,0.0,0.0,-0.00584389697716698,0.0,-0.0007555429317137338,0.0,0.0,-0.01256555724515145,1
7,0.0,0.006631245454207162,0.0,0.0,0.0,0.00715052193087557,0.0,0.0052711312487214775,0.0,0.0,0.006503834509631579,0.0,0.006650229510383494,0.0,-0.011417388172112141,0.0,0.0,0.0002799412655920249,0.0,0.007330717105619898,0.0,0.0,1.3273423532443354e-05,0.0,0.0,-0.011488849774294116,1
8,0.0,0.005036695553234445,0.0,0.0,0.0,0.006047006100698875,0.0,0.005560848014147103,0.0,0.0,0.007000679908282352,0.0,0.004615622024036039,0.0,-0.010616849340977175,0.0,0.0,0.003558275374286457,0.0,0.004758686614790735,0.0,0.002484000301164874,0.0,0.0,0.0,-0.010388632235939976,1
9,0.0,0.007435257420496061,0.0,0.0,0.0,0.007034929083852423,0.0,0.006713998788228049,0.0,0.0,0.007757443003106065,0.0,0.006344878497664093,0.0,-0.011925143452502585,0.0,0.0,0.0,-0.0021328486915518693,0.0059792411930957405,0.0,0.0018016969597816435,0.0,0.0,0.0,-0.011619809646447066,1
10,0.0,0.0,0.005202418844045738,0.0,0.0,0.0,0.005493361665977495,0.0,0.00577782773486917,0.007526729446733568,0.0,0.006577822056252767,0.0,0.0,0.0,-0.011283437420639508,0.0,0.0,0.0019151228194760432,0.0,0.006926149317100654,-0.0013224528385119686,0.0,0.0,-0.011562283194291168,0.0,0
11,0.0,0.004423339290001986,0.0,0.0,0.0,0.0041113105642880034,0.0,0.0053101870671861985,0.0,0.0,0.005754272959785872,0.0,0.0069979539587071374,0.0,-0.010824548348434371,0.0,0.0,0.0036498109771718654,0.0,0.0049143707605065826,0.0,0.0038127849267374533,0.0,0.0,0.0,-0.010124282761802663,1
